times,sauna,lüftung,gastronomie,gesundheitspark,technik,gesamt
08-11-2013 04:45:00,822.9,19942.3,2753.5,45815.4,17280.5,96000.0
08-11-2013 05:00:00,3074.2,19894.2,2577.0,49917.9,16302.6,106666.7
08-11-2013 05:15:00,3308.5,19680.3,8464.7,53602.2,12161.8,126666.7
08-11-2013 05:30:00,3431.5,19848.6,6370.2,52922.4,14373.8,128000.0
08-11-2013 05:45:00,3409.0,19852.0,13707.4,51454.0,12497.2,133333.3
08-11-2013 06:00:00,3894.6,19849.9,17703.8,101078.8,18612.2,163333.3
08-11-2013 06:15:00,3678.7,20118.2,22998.8,111379.2,24256.4,188000.0
08-11-2013 06:30:00,3549.6,20091.7,9575.1,122748.5,27912.8,200000.0
08-11-2013 06:45:00,3709.3,20242.4,24458.0,121125.7,28190.5,200000.0
08-11-2013 07:00:00,3746.7,20245.2,39008.1,113864.4,26387.2,214666.7
08-11-2013 07:15:00,3407.3,20203.9,42171.8,116897.1,29623.1,220000.0
08-11-2013 07:30:00,3098.4,20275.2,36650.0,130728.4,34929.3,229333.3
08-11-2013 07:45:00,3285.3,20232.8,35122.5,125526.7,56802.9,242666.7
08-11-2013 08:00:00,3054.4,20057.1,29806.8,131744.0,70615.9,265333.3
08-11-2013 08:15:00,9340.2,20159.8,28314.9,118257.8,70489.5,269333.3
08-11-2013 08:30:00,38118.3,20194.5,25476.2,126558.4,69903.0,284000.0
08-11-2013 08:45:00,31495.2,20198.8,34747.2,117852.6,66750.3,302666.7
08-11-2013 09:00:00,25810.3,20235.6,39188.3,133609.0,63838.0,290666.7
08-11-2013 09:15:00,25256.1,20084.3,40715.1,126734.4,64704.1,298666.7
08-11-2013 09:30:00,22446.3,20219.1,40652.2,115166.2,63331.8,293333.3
08-11-2013 09:45:00,25022.9,20195.2,36205.2,123609.0,63196.8,285333.3
08-11-2013 10:00:00,20974.7,20248.5,43288.6,121750.2,63301.7,289333.3
08-11-2013 10:15:00,16398.2,20240.0,41593.8,115533.9,62872.2,294666.7
08-11-2013 10:30:00,20385.2,20028.5,43920.7,117113.5,56809.6,278666.7
08-11-2013 10:45:00,19167.2,20195.2,34347.1,121367.2,53538.5,284000.0
08-11-2013 11:00:00,21561.7,20229.9,45123.5,117287.0,52763.3,274666.7
08-11-2013 11:15:00,22017.4,20234.2,35273.0,123401.4,52490.1,282666.7
08-11-2013 11:30:00,15404.0,20255.9,36290.3,111493.2,53745.8,273333.3
08-11-2013 11:45:00,17633.2,19983.8,31848.1,123504.4,51021.3,264000.0
08-11-2013 12:00:00,15999.5,20065.4,35418.6,109477.9,45897.2,268000.0
08-11-2013 12:15:00,14773.1,20172.7,38787.6,104695.0,39824.9,258666.7
08-11-2013 12:30:00,14243.0,20098.9,42679.1,106489.2,41984.1,248000.0
08-11-2013 12:45:00,16734.3,20173.4,43386.5,101271.4,42027.5,249333.3
08-11-2013 13:00:00,20506.0,19906.4,42386.8,108470.5,52260.8,254666.7
08-11-2013 13:15:00,22291.7,20142.5,45900.8,109384.8,50663.7,269333.3
08-11-2013 13:30:00,20725.3,20173.9,35930.3,117644.0,49207.5,273333.3
08-11-2013 13:45:00,16312.9,20198.9,34637.8,109364.2,53058.9,265333.3
08-11-2013 14:00:00,16601.0,20205.5,37343.3,114755.6,50180.4,260000.0
08-11-2013 14:15:00,15949.3,20007.0,39773.4,116349.2,49047.5,261333.3
08-11-2013 14:30:00,15295.9,20126.6,39383.0,108221.9,48821.8,264000.0
08-11-2013 14:45:00,15706.6,20162.2,47585.2,116748.5,62614.6,271333.3
08-11-2013 15:00:00,19152.9,20171.2,43667.7,113429.0,62108.5,290666.7
08-11-2013 15:15:00,17292.9,20170.1,27291.1,102796.3,62127.9,281333.3
08-11-2013 15:30:00,14929.5,20160.0,31423.8,100322.4,61585.5,258666.7
08-11-2013 15:45:00,18491.0,19951.1,38441.0,94404.7,61773.8,254666.7
08-11-2013 16:00:00,19132.5,20118.0,23510.3,95505.4,61120.5,261333.3
08-11-2013 16:15:00,17075.1,20092.7,33953.4,121187.6,61361.2,260000.0
08-11-2013 16:30:00,16198.2,20175.9,31523.7,117482.5,61757.9,280000.0
08-11-2013 16:45:00,19496.8,20149.2,32826.6,134852.0,61727.1,277333.3
08-11-2013 17:00:00,19157.3,19963.3,40157.4,107995.5,60728.7,298666.7
08-11-2013 17:15:00,17058.2,20134.1,40225.2,105560.1,58656.5,285333.3
08-11-2013 17:30:00,19731.3,20263.2,23560.1,85392.5,39275.3,282666.7
08-11-2013 17:45:00,19924.3,20363.5,28150.1,67654.3,41308.3,238666.7
08-11-2013 18:00:00,21486.8,20363.9,45669.7,70315.3,39796.9,241333.3
08-11-2013 18:15:00,21444.1,20138.4,34555.6,75886.1,41628.1,252000.0
08-11-2013 18:30:00,22163.4,20324.6,38937.7,81923.5,41313.0,242666.7
08-11-2013 18:45:00,17675.1,20363.9,37439.0,71091.9,39085.5,252000.0
08-11-2013 19:00:00,22516.6,20334.5,33122.6,59561.8,41222.4,233333.3
08-11-2013 19:15:00,20197.1,20338.3,27872.9,50239.8,38752.5,228000.0
08-11-2013 19:30:00,18222.1,20122.8,26084.4,53067.7,41513.5,214666.7
08-11-2013 19:45:00,16564.2,20201.9,27018.2,41630.5,39071.1,218666.7
08-11-2013 20:00:00,17592.6,20207.7,34183.6,34922.0,41098.8,205333.3
08-11-2013 20:15:00,22497.3,20253.2,31886.6,32475.7,39284.9,212000.0
08-11-2013 20:30:00,20794.8,20215.6,28169.8,29949.1,41272.6,212000.0
08-11-2013 20:45:00,19735.8,20082.0,13283.8,35854.4,33236.9,208000.0
08-11-2013 21:00:00,8052.9,20295.4,19281.6,33080.9,26739.3,186666.7
08-11-2013 21:15:00,7525.8,20290.9,14662.3,30640.7,29875.8,170666.7
08-11-2013 21:30:00,6260.4,20312.8,7039.7,31406.4,47302.4,157333.3
08-11-2013 21:45:00,2844.4,20311.9,5596.1,28537.3,46956.3,165333.3
08-11-2013 22:00:00,925.2,20129.4,5443.3,32763.8,39753.9,157333.3
08-11-2013 22:15:00,717.8,20314.4,7126.1,25562.3,38903.3,137333.3
08-11-2013 22:30:00,737.4,20347.8,7809.5,28274.8,38563.6,132000.0
08-11-2013 22:45:00,719.8,20360.8,7260.1,29539.0,39343.7,133333.3
08-11-2013 23:00:00,721.0,20346.6,7063.1,25545.4,39498.7,134666.7
08-11-2013 23:15:00,781.3,20348.9,6522.4,31292.4,39488.1,128000.0
08-11-2013 23:30:00,812.3,20079.1,7110.1,25624.0,39833.0,130666.7
08-11-2013 23:45:00,719.1,20316.3,6598.1,25795.5,39359.0,126666.7
09-11-2013 00:00:00,778.0,20273.9,5510.0,29118.3,27999.4,126666.7
09-11-2013 00:15:00,786.9,20295.0,4522.8,25702.2,17828.3,114666.7
09-11-2013 00:30:00,713.6,20309.6,4587.6,29949.9,19697.0,102666.7
09-11-2013 00:45:00,717.9,20145.9,4694.3,29582.0,18312.5,101333.3
09-11-2013 01:00:00,814.1,20322.5,4793.4,29036.6,19217.6,100000.0
09-11-2013 01:15:00,699.2,20377.6,5050.1,26475.6,19604.2,102666.7
09-11-2013 01:30:00,789.9,20341.9,5290.8,28627.9,17301.0,100000.0
09-11-2013 01:45:00,818.8,20329.4,7130.8,28557.6,19603.8,98666.7
09-11-2013 02:00:00,648.9,20120.8,5099.7,29673.3,16867.4,105333.3
09-11-2013 02:15:00,766.4,20317.5,4643.1,28529.9,19225.0,98666.7
09-11-2013 02:30:00,723.1,20323.6,4973.1,27378.2,17283.8,98666.7
09-11-2013 02:45:00,717.3,19685.9,4654.3,30711.1,15285.4,98666.7
09-11-2013 03:00:00,802.1,19296.1,4756.4,26891.6,8543.0,97333.3
09-11-2013 03:15:00,695.1,19111.1,4737.9,25336.5,10957.3,88000.0
09-11-2013 03:30:00,732.1,19270.2,4920.5,24302.7,9039.0,89333.3
09-11-2013 03:45:00,738.0,19299.4,4734.6,24936.4,10655.5,86666.7
09-11-2013 04:00:00,700.0,19306.0,4766.2,38358.8,22055.1,88000.0
09-11-2013 04:15:00,801.6,19307.3,4577.7,29809.5,31158.4,104000.0
09-11-2013 04:30:00,735.2,19138.9,4583.2,38432.3,30976.0,112000.0
09-11-2013 04:45:00,771.3,19273.5,4759.7,45127.6,36049.4,117333.3
09-11-2013 05:00:00,3212.3,18822.3,4959.6,42836.8,26244.2,132000.0
09-11-2013 05:15:00,3218.8,18758.3,18797.4,45914.9,24203.1,134666.7
09-11-2013 05:30:00,3129.8,18730.3,19339.5,44377.5,24446.9,148000.0
09-11-2013 05:45:00,3210.8,18579.4,20431.5,43361.7,24238.6,150666.7
09-11-2013 06:00:00,3435.3,18978.5,14044.7,62076.1,30189.2,152000.0
09-11-2013 06:15:00,3331.1,19342.7,10180.5,81749.9,34859.7,170666.7
09-11-2013 06:30:00,3479.7,19346.6,12077.3,67968.3,34697.2,188000.0
09-11-2013 06:45:00,3301.2,19335.7,13476.7,70771.9,17088.8,184000.0
09-11-2013 07:00:00,3289.8,19864.3,18653.7,75372.0,22339.4,168000.0
09-11-2013 07:15:00,3221.4,19913.6,38261.4,91434.3,28466.9,184000.0
09-11-2013 07:30:00,3178.4,20108.9,39353.4,72381.6,37438.0,218666.7
09-11-2013 07:45:00,13422.6,20079.4,39009.0,67048.6,37573.0,217333.3
09-11-2013 08:00:00,36686.6,20133.3,42313.3,71857.9,53924.1,230000.0
09-11-2013 08:15:00,30808.5,20095.8,30066.1,77621.6,53909.9,272000.0
09-11-2013 08:30:00,24597.8,19934.2,27055.4,84917.8,53156.1,260000.0
09-11-2013 08:45:00,20500.4,20098.7,28595.5,77361.4,49960.5,254666.7
09-11-2013 09:00:00,19806.6,20124.8,36023.5,70605.7,52239.8,244000.0
09-11-2013 09:15:00,17848.8,20153.4,23846.0,73204.3,52003.5,245333.3
09-11-2013 09:30:00,15143.0,20170.3,30455.7,72517.3,52559.2,240000.0
09-11-2013 09:45:00,19554.8,19996.7,30889.3,82286.7,48270.2,241333.3
09-11-2013 10:00:00,21498.6,20146.3,41969.7,86720.3,53134.5,246666.7
09-11-2013 10:15:00,23286.7,20124.7,31682.0,75475.3,52257.2,280000.0
09-11-2013 10:30:00,23097.6,20196.8,33683.4,77178.8,53046.5,261333.3
09-11-2013 10:45:00,22496.8,20206.4,35348.8,71902.6,53380.3,260000.0
09-11-2013 11:00:00,22798.9,20013.6,42188.0,81252.1,61592.5,264000.0
09-11-2013 11:15:00,22425.5,20205.3,30390.0,69042.2,61793.3,278666.7
09-11-2013 11:30:00,18622.7,20214.8,31445.6,70957.1,62172.4,264000.0
09-11-2013 11:45:00,20756.2,20201.9,29986.7,74805.8,61432.3,262666.7
09-11-2013 12:00:00,19237.6,20153.1,40980.2,65638.5,61032.4,256000.0
09-11-2013 12:15:00,19680.5,19995.5,39022.2,70762.2,61061.6,260000.0
09-11-2013 12:30:00,17096.6,20226.7,36395.6,69097.7,60930.3,260000.0
09-11-2013 12:45:00,21351.1,20290.3,33020.3,69946.4,60748.5,256000.0
09-11-2013 13:00:00,19837.1,20300.6,36549.5,63210.4,61103.2,256000.0
09-11-2013 13:15:00,17936.6,20304.1,37310.1,50053.5,61631.5,256000.0
09-11-2013 13:30:00,18964.2,20110.2,35064.6,46494.3,45897.1,253333.3
09-11-2013 13:45:00,18458.1,20253.2,40380.5,43198.9,39430.5,226666.7
09-11-2013 14:00:00,21709.5,20284.0,30072.3,41217.9,41616.8,221333.3
09-11-2013 14:15:00,18974.7,20333.3,36210.3,40174.3,39163.6,217333.3
09-11-2013 14:30:00,21350.8,20241.1,29550.8,45939.0,41916.9,217333.3
09-11-2013 14:45:00,23663.0,20138.7,29654.0,37421.5,41693.0,220000.0
09-11-2013 15:00:00,23160.8,19950.1,38204.1,47360.1,39392.3,214666.7
09-11-2013 15:15:00,19334.6,20229.9,47238.9,56535.8,41841.6,228000.0
09-11-2013 15:30:00,20847.9,20208.9,42627.0,51387.4,39495.0,245333.3
09-11-2013 15:45:00,23917.2,20194.1,24968.3,53723.2,41749.1,232000.0
09-11-2013 16:00:00,23718.2,20232.9,24195.4,48318.1,39366.5,221333.3
09-11-2013 16:15:00,19428.3,19982.1,21087.5,48571.7,42171.4,216000.0
09-11-2013 16:30:00,18648.7,20170.0,22503.8,57154.7,39884.6,214666.7
09-11-2013 16:45:00,22451.3,20156.5,26052.1,50376.3,42285.4,222666.7
09-11-2013 17:00:00,21853.6,20234.7,31372.2,49317.9,41140.1,225333.3
09-11-2013 17:15:00,20861.5,20209.2,24128.1,44796.6,40700.2,226666.7
09-11-2013 17:30:00,22422.5,20081.7,20685.6,43895.8,57401.8,226666.7
09-11-2013 17:45:00,22598.8,20337.0,25800.8,39212.1,61993.4,232000.0
09-11-2013 18:00:00,21761.1,20352.2,24028.0,33639.1,62805.7,240000.0
09-11-2013 18:15:00,22707.5,20319.1,30443.2,30130.5,62696.4,232000.0
09-11-2013 18:30:00,18944.4,20339.5,31186.9,29910.2,62801.3,237333.3
09-11-2013 18:45:00,20590.4,20168.4,28663.2,33412.9,62504.4,228000.0
09-11-2013 19:00:00,21742.9,20335.4,34642.5,32146.1,62170.8,229333.3
09-11-2013 19:15:00,19337.1,20371.8,32292.0,28493.7,62734.8,230666.7
09-11-2013 19:30:00,18509.0,20356.1,34033.9,29585.9,62608.3,228000.0
09-11-2013 19:45:00,18560.9,20244.3,27264.4,31766.2,62381.3,229333.3
09-11-2013 20:00:00,21025.6,20035.9,26205.4,29078.3,60974.0,228000.0
09-11-2013 20:15:00,20062.0,20242.2,33391.0,27288.8,40758.1,224000.0
09-11-2013 20:30:00,14826.0,20251.4,26001.1,27547.8,43105.0,214666.7
09-11-2013 20:45:00,9518.8,20279.6,25519.9,25090.4,32955.7,198666.7
09-11-2013 21:00:00,7358.7,20281.6,10904.8,25475.9,28666.7,182666.7
09-11-2013 21:15:00,6796.3,20071.0,9124.0,25698.7,26503.2,152000.0
09-11-2013 21:30:00,5131.9,20272.8,7943.9,26085.1,28656.7,142666.7
09-11-2013 21:45:00,1210.4,20305.9,6240.4,27853.3,26598.6,144000.0
09-11-2013 22:00:00,1080.6,20358.2,6667.6,25146.3,20870.5,132000.0
09-11-2013 22:15:00,1101.1,20370.7,6193.6,25101.2,18931.2,116000.0
09-11-2013 22:30:00,1207.4,20359.3,7134.7,21991.3,19099.5,109333.3
09-11-2013 22:45:00,1159.8,20147.9,8075.3,21377.5,20227.7,109333.3
09-11-2013 23:00:00,1089.1,20345.1,5261.4,23856.5,18286.3,109333.3
09-11-2013 23:15:00,1198.1,20379.1,5635.1,22203.5,20670.3,105333.3
09-11-2013 23:30:00,1046.0,20356.7,5950.2,23943.0,17843.2,106666.7
09-11-2013 23:45:00,1281.3,20389.8,5602.6,28521.3,20784.8,104000.0
10-11-2013 00:00:00,1082.1,20109.7,4845.2,27590.8,21434.9,109333.3
10-11-2013 00:15:00,1162.2,20285.4,5102.6,28716.3,40430.6,105333.3
10-11-2013 00:30:00,1189.9,20296.0,4731.3,26682.8,40669.3,122666.7
10-11-2013 00:45:00,1140.2,20324.3,4911.5,26472.2,40068.2,124000.0
10-11-2013 01:00:00,1105.9,20305.2,3989.3,25272.8,40099.8,121333.3
10-11-2013 01:15:00,1253.7,20123.0,3973.8,24610.3,40396.8,121333.3
10-11-2013 01:30:00,1182.0,20314.8,4458.7,26665.5,39969.5,121333.3
10-11-2013 01:45:00,1099.6,20333.6,5704.6,27496.4,40366.8,121333.3
10-11-2013 02:00:00,1058.7,20312.5,3915.5,25543.4,39765.0,122666.7
10-11-2013 02:15:00,1213.4,20342.8,3771.6,26489.0,40133.7,118666.7
10-11-2013 02:30:00,1150.4,20156.1,3807.3,27926.1,39995.7,124000.0
10-11-2013 02:45:00,1188.9,20349.5,3689.6,26912.2,29940.8,120000.0
10-11-2013 03:00:00,1118.1,20322.5,3677.3,28672.9,20305.6,109333.3
10-11-2013 03:15:00,1165.0,20292.2,3981.0,30311.6,17615.9,98666.7
10-11-2013 03:30:00,1201.4,20300.7,3607.1,31257.7,20340.4,98666.7
10-11-2013 03:45:00,1190.0,20115.6,5102.0,29777.7,20241.2,102666.7
10-11-2013 04:00:00,1097.3,20310.3,4883.7,31045.0,17567.7,101333.3
10-11-2013 04:15:00,1123.2,20323.9,3864.2,30832.5,20330.5,101333.3
10-11-2013 04:30:00,1246.6,20331.0,3681.6,36595.5,17636.3,105333.3
10-11-2013 04:45:00,1123.8,20328.0,4038.0,40825.1,20229.7,106666.7
10-11-2013 05:00:00,2828.6,19518.9,3723.2,39432.6,13794.1,114666.7
10-11-2013 05:15:00,3575.4,19376.2,10537.4,31915.3,11778.9,120000.0
10-11-2013 05:30:00,3611.9,19521.9,23748.4,28993.2,12766.3,117333.3
10-11-2013 05:45:00,3513.9,19609.1,25403.5,29176.7,11105.6,134666.7
10-11-2013 06:00:00,3678.1,19687.6,16569.8,29172.9,18570.1,134666.7
10-11-2013 06:15:00,3649.7,19713.4,25124.4,28859.1,16560.6,136000.0
10-11-2013 06:30:00,3661.5,19831.1,11518.7,28736.9,24766.8,144000.0
10-11-2013 06:45:00,3732.1,20256.1,16782.5,31419.5,37988.7,140000.0
10-11-2013 07:00:00,3581.6,20191.7,11211.8,30566.4,48758.6,161333.3
10-11-2013 07:15:00,3639.2,20185.9,17369.0,29998.5,48866.9,166666.7
10-11-2013 07:30:00,3061.1,20133.5,46594.0,27337.7,48757.0,172000.0
10-11-2013 07:45:00,3026.6,19910.7,52353.2,28253.3,48269.8,198666.7
10-11-2013 08:00:00,2917.1,20129.1,42578.4,28328.0,61643.5,209333.3
10-11-2013 08:15:00,21407.8,20119.4,45767.0,31717.7,60980.4,212000.0
10-11-2013 08:30:00,34875.8,20116.4,40307.6,30246.5,60936.5,237333.3
10-11-2013 08:45:00,27782.6,20145.4,47752.5,31569.1,61075.2,245333.3
10-11-2013 09:00:00,25838.5,19933.8,41825.3,43363.1,60735.1,242666.7
10-11-2013 09:15:00,22274.7,20115.4,35934.2,38729.5,60667.2,245333.3
10-11-2013 09:30:00,21168.7,20155.1,41173.1,37853.8,44994.1,234666.7
10-11-2013 09:45:00,21899.0,20145.7,38738.2,34919.4,38767.2,220000.0
10-11-2013 10:00:00,22883.0,20127.8,50186.8,32033.8,40668.6,212000.0
10-11-2013 10:15:00,23210.0,19920.7,42296.4,34865.9,38805.9,222666.7
10-11-2013 10:30:00,22698.0,20136.1,36853.4,30250.5,40767.3,214666.7
10-11-2013 10:45:00,20696.2,20126.5,34108.8,25243.3,38835.9,206666.7
10-11-2013 11:00:00,23309.5,20102.5,40532.7,29408.8,41009.6,198666.7
10-11-2013 11:15:00,23265.9,20084.2,42789.9,28572.8,40733.7,210666.7
10-11-2013 11:30:00,21988.5,19923.3,43651.4,33153.6,38865.7,212000.0
10-11-2013 11:45:00,18216.8,20061.1,37765.4,30345.8,41191.8,216000.0
10-11-2013 12:00:00,18354.9,20115.0,41807.2,25012.3,38420.3,205333.3
10-11-2013 12:15:00,17389.1,20105.8,43430.0,25763.2,41308.0,205333.3
10-11-2013 12:30:00,16966.9,20122.8,32511.7,27058.4,38712.5,208000.0
10-11-2013 12:45:00,17566.4,19956.1,32295.4,34329.9,41081.8,193333.3
10-11-2013 13:00:00,22065.8,20083.9,36445.9,24892.0,40108.3,205333.3
10-11-2013 13:15:00,16905.1,20115.7,38552.2,22829.6,39690.6,206666.7
10-11-2013 13:30:00,17711.9,20166.9,39790.4,22387.3,58352.4,208000.0
10-11-2013 13:45:00,17892.9,20153.9,38149.9,21532.6,61076.5,221333.3
10-11-2013 14:00:00,19812.0,20108.6,31633.6,20291.2,60856.8,224000.0
10-11-2013 14:15:00,20390.1,19896.1,32932.6,29500.7,60410.1,220000.0
10-11-2013 14:30:00,20490.6,20096.6,36341.5,26522.1,60883.4,225333.3
10-11-2013 14:45:00,20857.8,20094.7,28294.1,21119.7,60638.8,233333.3
10-11-2013 15:00:00,21441.9,20222.8,32398.2,24046.9,60651.2,212000.0
10-11-2013 15:15:00,17510.1,20191.6,27416.5,25369.6,60734.2,222666.7
10-11-2013 15:30:00,18639.4,19984.2,33049.2,22831.5,60961.3,217333.3
10-11-2013 15:45:00,21590.6,20171.3,23384.2,23019.6,60043.2,218666.7
10-11-2013 16:00:00,25470.4,20178.9,23992.9,34183.1,56539.0,212000.0
10-11-2013 16:15:00,18268.3,20135.8,24553.1,27494.5,41290.8,224000.0
10-11-2013 16:30:00,20300.8,20172.5,21273.6,27514.9,38660.4,200000.0
10-11-2013 16:45:00,20987.6,19974.1,15830.4,26425.7,41035.5,198666.7
10-11-2013 17:00:00,21270.5,20168.7,28335.4,36471.4,38722.3,193333.3
10-11-2013 17:15:00,18754.1,20093.3,18745.3,33767.3,40781.4,213333.3
10-11-2013 17:30:00,21000.6,20088.9,22699.9,28474.5,40129.4,201333.3
10-11-2013 17:45:00,21707.5,20050.6,20302.1,27881.1,39973.8,204000.0
10-11-2013 18:00:00,22506.6,19867.0,19072.0,26453.9,41122.9,212000.0
10-11-2013 18:15:00,18879.4,20047.5,27806.6,26307.2,38912.9,208000.0
10-11-2013 18:30:00,20134.8,20038.2,28535.7,26515.0,40985.1,202666.7
10-11-2013 18:45:00,19876.5,20047.3,27626.1,27901.9,38638.0,202666.7
10-11-2013 19:00:00,21729.5,20070.4,28554.9,27035.8,41384.1,196000.0
10-11-2013 19:15:00,22962.0,19868.8,27933.1,25304.8,38656.2,205333.3
10-11-2013 19:30:00,17448.4,20052.4,15376.7,30572.0,41483.8,198666.7
10-11-2013 19:45:00,17656.9,20085.2,27186.9,32396.5,38998.4,189333.3
10-11-2013 20:00:00,20722.7,20113.6,27197.2,26951.9,40942.0,202666.7
10-11-2013 20:15:00,22225.5,20140.7,13595.0,26598.4,41381.5,208000.0
10-11-2013 20:30:00,12989.3,19931.4,12965.7,26680.6,38722.0,193333.3
10-11-2013 20:45:00,8067.0,20138.6,9814.2,28461.5,27184.7,182666.7
10-11-2013 21:00:00,7552.7,20170.1,7353.3,27880.8,25111.5,162666.7
10-11-2013 21:15:00,6549.4,20134.4,6169.4,23510.2,26956.2,145333.3
10-11-2013 21:30:00,1840.0,20197.9,6346.9,23836.7,25221.9,136000.0
10-11-2013 21:45:00,1033.1,20186.4,5214.6,27061.3,27073.4,130666.7
10-11-2013 22:00:00,1177.3,20009.8,6343.6,25259.5,17627.1,132000.0
10-11-2013 22:15:00,1057.2,20242.6,6211.1,24871.3,19182.5,112000.0
10-11-2013 22:30:00,1184.3,20250.7,6521.1,20620.7,19212.9,108000.0
10-11-2013 22:45:00,1113.2,20254.8,5417.3,22103.3,17152.5,104000.0
10-11-2013 23:00:00,1168.9,20247.3,5780.0,24446.7,19545.0,101333.3
10-11-2013 23:15:00,1197.4,20089.0,4771.1,22379.4,16932.7,106666.7
10-11-2013 23:30:00,1171.4,20258.7,5534.9,21948.9,19619.5,98666.7
10-11-2013 23:45:00,1162.4,20280.3,4761.7,22329.7,16915.0,108000.0
11-11-2013 00:00:00,1187.9,20247.6,3707.8,24803.8,19639.0,98666.7
11-11-2013 00:15:00,1105.3,20287.6,3769.6,23786.8,16933.0,100000.0
11-11-2013 00:30:00,1167.4,20082.8,3950.6,28701.7,19520.6,97333.3
11-11-2013 00:45:00,1108.0,20271.6,4240.5,26246.6,18659.1,101333.3
11-11-2013 01:00:00,1168.0,20271.0,4187.2,25894.1,17843.6,97333.3
11-11-2013 01:15:00,1255.3,20275.6,4180.6,25733.5,19454.6,98666.7
11-11-2013 01:30:00,1166.2,20262.6,3880.9,27716.5,17136.2,97333.3
11-11-2013 01:45:00,1191.6,20094.6,3654.7,25176.6,19409.7,96000.0
11-11-2013 02:00:00,1187.2,20241.0,3768.5,24698.7,17023.3,97333.3
11-11-2013 02:15:00,1109.8,20262.8,4127.2,27944.5,19495.5,94666.7
11-11-2013 02:30:00,1213.9,19854.0,4147.5,26235.3,11906.6,100000.0
11-11-2013 02:45:00,1187.1,19876.9,4759.5,25775.6,13298.1,92000.0
11-11-2013 03:00:00,1068.8,19678.9,4245.9,26964.4,12269.7,90666.7
11-11-2013 03:15:00,1158.5,19873.5,4237.5,26079.5,11718.8,90666.7
11-11-2013 03:30:00,1270.4,19906.6,4868.6,23793.9,12709.1,89333.3
11-11-2013 03:45:00,1180.2,19906.8,5181.1,24808.6,10869.6,88000.0
11-11-2013 04:00:00,1056.5,19891.1,3523.6,59969.2,12832.1,103333.3
11-11-2013 04:15:00,1187.2,19889.9,3885.8,49515.0,11002.7,109333.3
11-11-2013 04:30:00,1131.7,19659.7,4276.5,58180.6,13142.8,102666.7
11-11-2013 04:45:00,2317.4,19689.4,4411.2,64997.5,14201.5,112000.0
11-11-2013 05:00:00,3656.6,19452.6,6658.3,63698.0,12524.5,128000.0
11-11-2013 05:15:00,3741.4,19408.5,9243.0,55447.6,11177.4,140000.0
11-11-2013 05:30:00,3737.3,19546.4,7502.1,56690.2,9552.2,137333.3
11-11-2013 05:45:00,3879.6,19423.2,18064.3,56865.7,11779.0,133333.3
11-11-2013 06:00:00,3713.5,19537.0,23051.0,75876.8,13379.8,140000.0
11-11-2013 06:15:00,3782.1,19470.0,24418.1,86423.6,15131.7,169333.3
11-11-2013 06:30:00,3994.2,19972.3,10163.3,72195.0,20566.3,192000.0
11-11-2013 06:45:00,3826.0,20237.8,14376.2,77523.8,28353.8,166666.7
11-11-2013 07:00:00,3645.7,19952.9,13730.7,79802.3,27093.6,186666.7
11-11-2013 07:15:00,3733.0,20094.7,38494.6,80439.7,29299.1,190666.7
11-11-2013 07:30:00,3620.7,20152.6,52810.0,82714.0,28677.2,218666.7
11-11-2013 07:45:00,3585.7,20178.8,51681.3,76621.7,28219.5,230666.7
11-11-2013 08:00:00,3528.4,20102.8,46359.5,81993.0,54308.7,230666.7
11-11-2013 08:15:00,3372.3,19956.2,43168.3,78500.9,63201.9,250666.7
11-11-2013 08:30:00,18551.5,20152.3,30936.9,81675.3,61641.6,261333.3
11-11-2013 08:45:00,20523.7,20142.4,31386.6,76751.1,69477.1,260000.0
11-11-2013 09:00:00,30265.7,20142.3,35456.9,133947.2,71631.9,296000.0
11-11-2013 09:15:00,26253.4,20150.1,40118.7,125062.0,70897.0,316000.0
11-11-2013 09:30:00,24740.9,19987.9,32923.5,125016.0,69991.9,302666.7
11-11-2013 09:45:00,25208.1,20159.5,36767.1,129246.1,65094.7,298666.7
11-11-2013 10:00:00,24787.4,20205.5,33500.7,128107.9,64534.9,296000.0
11-11-2013 10:15:00,22693.0,20226.3,35483.4,134339.7,64028.2,296000.0
11-11-2013 10:30:00,23895.4,20214.6,41675.4,127468.9,64994.0,297333.3
11-11-2013 10:45:00,23618.5,20027.2,36701.6,124572.3,64826.3,302666.7
11-11-2013 11:00:00,24202.9,20202.0,37800.7,132181.5,66395.1,294666.7
11-11-2013 11:15:00,20809.5,20226.0,41479.6,124325.7,66940.3,300000.0
11-11-2013 11:30:00,20926.0,20237.8,33748.8,125004.0,59529.8,298666.7
11-11-2013 11:45:00,17541.9,20266.9,37724.4,116209.1,60249.3,286666.7
11-11-2013 12:00:00,18376.4,20293.5,34806.4,132936.5,63715.5,276000.0
11-11-2013 12:15:00,18643.1,20104.3,62458.1,118098.4,59152.9,286666.7
11-11-2013 12:30:00,17764.1,20304.9,42849.2,115322.2,61726.3,298666.7
11-11-2013 12:45:00,16801.1,20248.5,37558.3,110936.6,63738.5,281333.3
11-11-2013 13:00:00,18918.3,20198.4,50145.5,116046.0,66367.6,274666.7
11-11-2013 13:15:00,17992.5,20222.2,48461.8,118592.2,78561.1,292000.0
11-11-2013 13:30:00,19715.1,20049.8,42924.3,116956.9,78015.3,305333.3
11-11-2013 13:45:00,18672.9,20243.6,37401.3,118005.5,78446.1,304000.0
